Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
13,2.296341333330018e-07,-3.869590795364551e-08,-4.765585676868607,6.643730047464452,2687.4316,3.788130234859991,4.028044368751699,3733.771,3.646697998046989,0.9053235938481525,2.489227294921875,0.6223042011260982,0.9128210716640826
14,7.122828302000178e-08,-4.10826294249273e-08,-4.360378177961051,7.021482265888844,2687.5166,3.788186726237638,4.028153393427295,3719.9739,3.646789550780994,0.9053239808417859,2.487197875976591,0.62179970741272,0.9127902984619134
15,1.231665346041876e-07,1.249730731910618e-08,-4.848388581936192,7.450797057736392,2687.548,3.788163113743847,4.028065824295872,3739.2088,3.646713256835994,0.9053267127019355,2.489105224609403,0.6222743988037109,0.9127886270739362
16,2.541988635873452e-07,-1.728486304070715e-08,-4.821401136504521,7.266659703981215,2687.5268,3.788117866741689,4.028162169873204,3724.2422,3.64680480957,0.9053247253177689,2.488555908203182,0.6221417188644411,0.9128105517515197
17,1.874413097217718e-07,-2.845436555736452e-08,-4.762272479987569,7.183820787079204,2687.4925,3.788113980280623,4.028146421035988,3728.6464,3.646789550780966,0.9053242355585095,2.49188232421875,0.622967004776001,0.9127964924291238
18,3.217429604535841e-07,-4.422067066970899e-08,-5.393510284424786,7.093568946526805,2687.5372,3.788173153801002,4.028248740288793,3736.3539,3.646881103515966,0.9053242069203411,2.488433837890625,0.622104406356812,0.9128034729318516
19,2.30848913500118e-07,-3.129325899533198e-08,-4.723134500090008,7.332711245783118,2687.4795,3.788101408256417,4.02830731447588,3725.6166,3.646942138670966,0.9053255596372765,2.486785888671875,0.6216915845870972,0.9128078971941443
20,1.240719148744769e-07,-3.198711512103809e-08,-4.879772202978773,7.519411478867473,2687.5352,3.788048295437225,4.028251681907685,3726.7909,3.646881103515,0.905325890460517,2.48504638671875,0.6212602853775031,0.9127912816313134
21,1.396810819512974e-07,-4.434676687588837e-08,-4.951194932086124,7.003834990336734,2687.4841,3.7879575503464,4.028210679320608,3725.7299,3.646850585937045,0.9053246730472897,2.484100341796875,0.6210261583328252,0.9128002284728371
22,2.006423775877167e-07,1.675976113152983e-08,-4.174605439801051,7.139988204424618,2687.4406,3.78790741723235,4.028165144829911,3727.1216,3.64682006836,0.9053242858208248,2.486053466796875,0.6215133666992179,0.9127978688662806
23,3.66115507828723e-07,-4.462196794942612e-08,-4.700928565591501,6.98973397392839,2687.4575,3.787842062492683,4.028059993990738,3718.7811,3.646697998045966,0.9053257465420752,2.4888916015625,0.62222695350647,0.9128113382870392
24,8.820971275128653e-08,4.147751667732065e-09,-4.656793585745147,7.076972635329897,2687.4628,3.78784945491937,4.028097761745744,3736.2911,3.646728515625,0.9053246219118595,2.4896240234375,0.6224057674407959,0.912803669565732
25,1.591510731181745e-07,-3.705604375035279e-08,-4.437933328062573,6.925653153200393,2687.453,3.787772269842262,4.028046906060913,3731.7199,3.646697998046989,0.9053243013622709,2.492584228515625,0.623150825500489,0.9128008183744764
