Battery,Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
B0007,14,-0.000190973139661214,0.000158476411304496,0.182796215238291,5.14527925987631,3279.656,3.89806146664894,3.56743913261458,6004.328,6.43726886532347,1.81255770156477,2.16329395224617,0.513775925432295,0.983055023016564
B0007,15,-0.000190920718111523,0.000149258225646375,0.188996413610447,5.13637155837905,3279.891,3.90874345934738,3.5657666636907,6005.73399999999,6.43649133023888,1.81324894117324,2.16578794306635,0.514372481459278,0.983242115105796
B0007,16,-0.000190657849465821,0.000149431216366736,0.179783132122424,5.12877787627886,3278.922,3.92969022238598,3.56365706004773,5998.844,6.42906916953683,1.81232716278048,2.16284214907557,0.513665502610148,0.98291070510876
B0007,17,-0.000192662607078174,0.000144986942749824,0.184108531461472,5.1879535675782,3279.265,3.92896448288227,3.56056288601887,6073.328,6.42429789108511,1.81261413166734,2.21951428393462,0.527166349323492,0.977137065868548
B0007,18,-0.000196390516684632,0.000154718021969545,0.190231328599651,5.05130253483781,3280.171,3.91383188496947,3.55712822115305,5969.61,6.41864409767191,1.81295428321783,2.20701152682799,0.524202966784858,0.977511460745562
B0007,19,-0.000196307721019262,0.000154206308916644,0.190352278245456,5.05472941559257,3279.906,3.91543370029766,3.55379890649913,5973.141,6.41228617144071,1.81304761334534,2.21166789186467,0.525305534903274,0.977434075385027
B0007,20,-0.000198497338828968,0.00014474304494529,0.193022434075807,4.8382847096921,3379.641,3.92941317778455,3.53490328872427,5864.343,6.56701888954588,1.86771951655355,2.17663883078909,0.516941524320791,0.994568235021926
B0007,21,-0.000190591360227046,0.000108980795999022,0.174665894349914,5.55103254539755,3380.859,3.97914351578089,3.53411282862028,6134.203,6.56687426065656,1.86825272061359,2.23564906011451,0.531027220862202,0.994933965776737
B0007,22,-0.000189622572996,0.000126389941430264,0.172191767822369,5.61474527790715,3280.547,3.96003870295951,3.57947589233664,6055.20300000001,6.46248921955068,1.81300871061106,2.15830429240616,0.512585313804043,0.994734749488114
B0007,23,-0.0001907855439057,0.000137658182828379,0.171366868113111,5.66877702844702,3281.906,3.93934963422813,3.57595961436315,6004.234,6.45722748601476,1.81348100926316,2.14650539331979,0.50977716694202,0.989400964499161
B0007,24,-0.000196595880088931,0.000140890015669729,0.163717093901141,5.64759717230371,3280.5,3.92756719508571,3.57367630530861,5958.218,6.45049286532375,1.81279992202294,2.1844958351141,0.518844810572022,0.988972922511199
B0007,25,-0.00019310444694396,0.000141986012765735,0.174320393206855,5.50080144137026,3281.56300000001,3.92523243501371,3.57148116921253,6032.719,6.44822912240437,1.81336684652746,2.19537092477246,0.521433327042097,0.989222530143473
B0007,26,-0.000192078058681314,0.000143340850502494,0.171005629644239,5.56366774030931,3280.641,3.92212706985475,3.56834670784596,6039.625,6.44172639330496,1.81329143805083,2.19103670726183,0.52036775592457,0.983374425410973
B0007,27,-0.000196283748991304,0.000135861075358555,0.168520581298829,5.51387839173069,3282.265,3.93637673929222,3.56500337667401,5838.329,6.43770584684104,1.81395631069477,2.1248235478119,0.504641390061511,0.983597288267467
B0007,28,-0.000191169876956978,0.000141116825942027,0.171023031785637,5.54837537296584,3280.297,3.92581266854816,3.56229374269416,5928.735,6.42678697731453,1.81234247097206,2.13213700702794,0.506372256298373,0.983137967917423
B0007,29,-0.000194590164795607,0.000133983236671423,0.165775570085032,5.4939335454644,3280.14,3.93265211382975,3.55943545441908,5992.0,6.42429866663267,1.8132304926586,2.19241287484992,0.520711535724619,0.977307619880448
B0007,30,-0.000193710322371002,0.000139095176029847,0.167687762202107,5.59935984801371,3282.391,3.93610993797684,3.55308147081328,6003.828,6.41222612059206,1.81333972309691,2.19031568549979,0.520191684182731,0.977869150754511
B0007,31,-0.000198085004335367,0.000135657493366219,0.17637845166206,5.47882690189814,3374.438,3.93273881650379,3.56821523272833,5899.641,6.6443158007467,1.86530898668496,2.18717278072429,0.519456196013511,0.9959892428072
B0007,32,-0.000189623283682882,0.000128474843933532,0.167879593902825,5.59025534702419,3327.437,3.95698120217404,3.57252783435868,6069.766,6.55915085168003,1.83915673630594,2.17759891338608,0.517196372102594,0.985071177741081
B0007,34,-0.000181795067832482,0.000127558218556416,0.138273197667274,6.17158797758537,3328.562,3.98239733410584,3.5551862985957,5906.703,6.52749880372748,1.83962902251055,2.20659205090587,0.524209204004303,0.976678682722095
B0007,35,-0.000181861679574449,0.00012376183673076,0.126912884333905,6.85312530117721,3281.375,3.98328770881589,3.56825496156395,5904.82800000001,6.45847995814301,1.81317347518052,2.21678808315594,0.52662465860091,0.971326089524899
B0007,36,-0.000177659161621124,0.000122886102629679,0.135060550344065,6.43147110507212,3281.297,3.98566710364402,3.56901607079015,6024.187,6.46056151123239,1.81340253465998,2.24156667058923,0.53251732013292,0.971502462647431
B0007,37,-0.000180564478538417,0.000125329152550672,0.14178918376706,6.28558458441935,3281.86,3.99230832029568,3.56259950848388,5976.844,6.44827832879773,1.8133704351247,2.25483211528742,0.535668888777241,0.968599473867729
B0007,38,-0.000178975266394442,0.000123549920613984,0.142969961635117,6.94306531140997,3282.141,3.98754262533802,3.55580299755795,5994.719,6.43652574498267,1.81371230208893,2.24542340430518,0.533430068408084,0.963033703282878
B0007,39,-0.00017739185460663,0.000124595204669431,0.149800290945677,5.92861927487894,3283.594,3.99589393399757,3.54688507264673,6022.344,6.42130814139308,1.814191647533,2.24338946491425,0.532940857061461,0.960579512231905
B0007,40,-0.000176245561621406,0.000124268739486791,0.136208668941663,6.23027956794276,3234.625,3.99194197626866,3.56591631826826,6065.45299999999,6.36238830186802,1.78749099314726,2.25953271497628,0.536781335692895,0.957869628759333
B0007,41,-0.000173373349898155,0.000119468207252896,0.160458878904592,5.94799991254155,3235.39,3.99858702257647,3.5664506681677,6166.094,6.36479098870227,1.78796059826455,2.2865777022837,0.543227988238727,0.957988120058619
B0007,42,-0.000173131656230113,0.000116351355096546,0.144063002996503,6.42490080538732,3235.047,4.00636334473317,3.56342675784268,6155.156,6.35865884715821,1.78778513489119,2.28264727963863,0.542269921495213,0.955052855998631
B0007,43,-0.000173191890203561,0.000118334513228626,0.144719666289745,5.98484487587973,3177.984,3.99309278998907,3.56447835039345,6138.594,6.23293620654526,1.75643536235545,2.26202580554361,0.537367639463052,0.958833442691603
B0007,44,-0.000176556185022458,0.000119977401294926,0.165251514447164,6.20092224145472,3235.437,4.00121036965218,3.56044128231271,6049.312,6.35432064922756,1.78807602242554,2.25432925675428,0.535541430885263,0.955163534203099
B0007,45,-0.000176349917915807,0.000119415512486385,0.142275520057595,5.9532256062851,3235.797,4.00237454089071,3.54734063240705,6090.359,6.33036925315555,1.78820283552712,2.27997768238161,0.541644267858168,0.949646410819611
B0007,46,-0.000173391500410257,0.000117998242592642,0.143807676591564,6.06874598840666,3189.062,4.00161715526633,3.56118324973393,6121.422,6.26427022138922,1.76245813287726,2.26748120303004,0.538668178843415,0.944387029587663
B0007,47,-0.000175216056136126,0.000122113078969727,0.156379007914552,5.60494194634216,3188.469,3.99910741946085,3.55591215224333,6090.922,6.25222746827643,1.76171972876223,2.27658676953398,0.540826021869033,0.941447713947208
B0007,48,-0.000173209241324981,0.000117610422896681,0.158011840996494,5.46946287756061,3281.265,4.00154367024321,3.55505443082802,6174.015,6.43392021466257,1.81327613286381,2.30229516116908,0.546952023764649,0.959823107156574
B0007,49,-0.000174969428477756,0.000116645268426421,0.156723049841119,5.64139374192733,3281.719,4.00700583996886,3.55691661076237,6119.563,6.43732785430889,1.81337030118781,2.29577274273516,0.545395068211864,0.960154576322471
B0007,50,-0.00017506654214229,0.00011415815327191,0.15918745645638,6.53575158003791,3234.437,4.00615425490731,3.56259831359447,6105.031,6.35576421080836,1.78737552718575,2.26421892143633,0.537890736055482,0.951979605320035
B0007,51,-0.00018324725789776,0.000124763654176218,0.152566500045509,5.64710005716079,3235.86,3.989482505515,3.54863803750373,5785.063,6.33169404850365,1.78794110936822,2.14126566679524,0.508673876321444,0.946799633688042
B0007,52,-0.000181746440888512,0.000126550888869495,0.132919589504581,6.1909391919552,3188.672,3.98808951525796,3.56079459881501,5816.078,6.26203791625973,1.7619806812977,2.16002773778381,0.513124408443563,0.941456265720149
B0007,53,-0.000177028666149518,0.000122052742585648,0.165448309911994,5.61646015644505,3188.938,4.00451940363835,3.55470193831012,5975.62499999999,6.25205497725383,1.76234097400761,2.20828431698928,0.52460929242709,0.938804692987052
B0007,54,-0.000174479709534799,0.000122941100579044,0.154376650809127,6.0972368142582,3189.187,4.00122264719358,3.54967290710181,6060.547,6.24408047640275,1.76273421496801,2.23574902001902,0.531124788776558,0.936125869066705
B0007,55,-0.000172944834571685,0.00011779918777354,0.15084059106033,6.00270066962149,3141.891,4.00412941045489,3.56110716430178,6120.438,6.17100886396829,1.73624458116866,2.25533138651948,0.535789121902386,0.930741612034836
B0007,56,-0.000174342174703453,0.000120866602876323,0.155023609349485,6.12351055427145,3142.609,4.002239373302,3.55319222091509,6089.234,6.15851883935857,1.73672728365952,2.25325667169641,0.535290523743146,0.925224330285441
B0007,57,-0.000172461554945796,0.000118743641495826,0.154853802819275,5.74921251745869,3142.5,4.00068038295681,3.54827403421766,6117.735,6.14899331913272,1.73659076649235,2.25606139298637,0.535948288071663,0.925225642529225
B0007,58,-0.000179625000448969,0.000118221316782296,0.15660074594922,6.4329783027951,3143.625,4.01158764486053,3.54231790453074,5973.03100000001,6.14088566210609,1.73734033689423,2.27007054940864,0.539284988423975,0.922781851918096
B0007,59,-0.000169096514316204,0.000119782927527763,0.149090283252235,5.98224597173357,3143.328,4.00600123554889,3.53819484515292,6233.875,6.13275118185294,1.73715944858619,2.28598907329187,0.543055896594668,0.919935291989991
B0007,60,-0.000168366606994347,0.000120531987160835,0.168020413984436,5.45469505370868,3094.625,4.01009345891218,3.55335542829768,6259.625,6.06480413449019,1.71022596107436,2.29377885228413,0.544912194953259,0.914075317739739
B0007,61,-0.000171537348562767,0.000118552466388112,0.146196811211837,5.68551038032596,3096.485,4.01017396158888,3.54694769183647,6206.016,6.05569721493299,1.71091724470353,2.29868395135053,0.546087754989326,0.911609017259976
B0007,62,-0.000170048732143038,0.000117866093356139,0.129395842106618,6.03151363912577,3097.125,4.01167852095866,3.53588713150974,6219.375,6.03815327049434,1.71153233772786,2.29428190040825,0.545035473162988,0.906362495540782
B0007,63,-0.00016808804063155,0.000120592381832394,0.16270035844866,5.17839214304048,3097.063,4.00964789636118,3.53341898769045,6294.312,6.03241710594568,1.7111127359492,2.31727677047013,0.550492720125068,0.906357906588863
B0007,64,-0.000166948029666783,0.000119271251312928,0.171134458493157,5.2332691840686,3050.0,4.00389257953313,3.54839027598005,6308.109,5.96743501186155,1.68532269023236,2.31565652399027,0.550105999577782,0.900901641650167
B0007,65,-0.000162803311148278,0.000119347105383196,0.0779202414303626,5.07657718296918,3050.24999999999,4.0119289838747,3.5472131438366,6452.14,5.96741370260875,1.68589815110562,2.34126866427206,0.556197842167195,0.901092873841499
B0007,66,-0.000168064955723519,0.000121961178853532,0.157857492565995,6.02863601004981,3050.687,4.01553174826941,3.53727746997048,6319.953,5.94992063911602,1.68578547052484,2.33587280708419,0.554941334330053,0.89557101083993
B0007,67,-0.00016756349809064,0.000121158431953482,0.149377813320371,5.50203381410999,3050.235,4.00772538571987,3.52914903872454,6306.641,5.9335486476394,1.68520252940263,2.32429031795741,0.552161686829626,0.892443715333114
B0007,68,-0.000165853561528074,0.000117183984438147,0.147879646979845,6.38189392036826,3002.782,4.0136914519772,3.54615335782034,6349.235,5.87182078692668,1.65936914645398,2.33381148859343,0.554419963977327,0.890020037923118
B0007,69,-0.00016528803455577,0.000121748614441147,0.175751831500008,5.43017292797608,3003.141,4.02019605448593,3.54228694504905,6409.688,5.86576274477439,1.65955683283725,2.36248421250668,0.561247557965015,0.887298050028703
B0007,70,-0.000162099588862814,0.000121967277027165,0.163079749145595,5.00675203153032,3004.04699999999,4.0142487243372,3.53727314746179,6478.062,5.85930638590348,1.66018741820549,2.35979592491994,0.560594119234363,0.88480156348656
B0007,71,-0.000161935370617418,0.000122235495162658,0.156039798433653,5.58132339657143,3003.453,4.01355169924149,3.53091900052321,6508.641,5.84731841922692,1.6597969014658,2.37861424590257,0.565076852745511,0.881750718840285
B0007,72,-0.000160988569377504,0.000120902671377789,0.168992111498085,5.21517502726893,3003.75,4.01680211568166,3.52429206718776,6539.344,5.83638775904086,1.66000484065028,2.38308103507114,0.566123406799993,0.879016549208249
B0007,73,-0.000160923679414818,0.000122134286581251,0.18927426602022,5.35584536856407,2956.437,4.01598935359142,3.5404181375386,6523.484,5.77129662256943,1.63371744471125,2.37887821797026,0.565121193789515,0.876456093052572
B0007,74,-0.000160287474522132,0.000121456311936333,0.185487338985808,5.16517630702746,2957.093,4.02061138987138,3.53540501236895,6579.672,5.76479948746321,1.63425428470959,2.40345449581531,0.570977311645322,0.873872546495193
B0007,75,-0.000160638350812978,0.000123153096099233,0.144856484435195,5.89165151091197,2956.859,4.01799778907219,3.53048465961359,6550.297,5.75582908202141,1.63410681772038,2.39904417435249,0.569922142371258,0.871058651721172
B0007,76,-0.000160968988352998,0.000124309184401724,0.176718960619269,5.25802097379861,2957.25,4.01866904565503,3.52293701724659,6537.25,5.74314321182391,1.63411964957829,2.39946468454688,0.57000785466946,0.865345546010742
B0007,77,-0.000157920629669337,0.000122510151445522,0.16057118661972,5.99792298038913,2957.016,4.02145746743289,3.52160236990157,6668.641,5.73970148599583,1.63381976602306,2.42784829806444,0.576771381452176,0.865261862505349
B0007,78,-0.000158011387855045,0.000125062873226614,0.104218587324951,9.63612938621256,2956.141,4.02859997313054,3.5299361239721,6624.14,5.75328521664829,1.63359475609578,2.41679742946639,0.574124913588941,0.867833842151488
B0007,79,-0.000155908185344516,0.000123399042674574,0.176490372227818,5.03187568787243,2909.937,4.02176796775142,3.53322794753294,6726.719,5.66789844092859,1.60781666723898,2.44314986346282,0.580401358511716,0.862784219633933
B0007,80,-0.000157630447769652,0.000120982405487509,0.163123855163917,6.0564517352964,2910.703,4.03321310017072,3.52568712425425,6668.547,5.65698578493607,1.60827528923391,2.43233230341556,0.577828167785941,0.857307482685038
B0007,81,-0.000155913620075809,0.000125689636253134,0.191488769283126,4.65412926062643,2911.468,4.01829915531915,3.52234202880934,6723.906,5.65244248820598,1.60863099528114,2.44671239437048,0.581242035857024,0.854776637016361
B0007,82,-0.000154821943146708,0.000126067891949404,0.192600840065324,5.07743433575672,2909.89,4.0235709135089,3.52238237519012,6770.64,5.65103773069164,1.60813429652049,2.47047743615477,0.586891856040752,0.854457337906674
B0007,83,-0.000153915347651738,0.000125668142495377,0.191715143417895,4.79221485976982,2911.547,4.02236632419307,3.51976663181858,6839.859,5.64983278975062,1.60908377187442,2.4915046601081,0.591902955941455,0.854933617773796
B0007,84,-0.000153947586559214,0.000126509196788877,0.197168026496342,5.00460623751622,2910.672,4.01791229216079,3.51262775071992,6782.704,5.63570345521178,1.60848889781898,2.46283434162982,0.585072850150524,0.8518355575355
B0007,85,-0.000155048407076613,0.00012730928504614,0.173118018577476,5.29960599445274,2863.093,4.02207489000108,3.5271278248434,6771.078,5.56788494572382,1.58233799942871,2.46410718733523,0.585390390177351,0.846438959584753
B0007,86,-0.000153847485140871,0.000127237330616414,0.18305919301844,4.67030800659915,2864.078,4.01785369886612,3.51854757293511,6798.703,5.55588640755755,1.58284828788256,2.46728643201719,0.58613929264611,0.84393089106548
B0007,87,-0.000151392373389354,0.000125783060335905,0.171348371856858,5.0748591236961,2864.594,4.02888634506641,3.51883316935209,6899.734,5.55733306628683,1.58316693318774,2.48571623790955,0.590519907651584,0.844089799016562
B0007,88,-0.000151100541819167,0.000127260239880316,0.187257942177112,4.8679234614676,2864.485,4.02823970569175,3.51950050159011,6913.515,5.55728206986886,1.58286855118695,2.50139043000912,0.594243218471349,0.843872226777115
B0007,89,-0.000150614366359163,0.000127695135081573,0.174983251217725,6.05184292339734,2864.719,4.02796121513488,3.51526361473358,6929.781,5.55091895330843,1.58307276568054,2.50514497160263,0.595133034412301,0.841145845635833
B0007,90,-0.000151428986501034,0.000128189588760271,0.205761053344986,4.49061473027593,3051.344,4.01973982792747,3.52889155896863,6872.641,5.93739398410643,1.68660551704187,2.48402662794705,0.590104102547284,0.893058917673428
B0007,91,-0.000150769907068931,0.00012955110224254,0.198786175155419,4.86057436860114,2908.407,4.02937927085144,3.53574852312292,6898.93800000001,5.67168826202385,1.60768905345138,2.48451373396431,0.590220604739751,0.859835464062248
B0007,92,-0.000157575975693049,0.000122205912277619,0.189690567326579,4.65264255102955,2909.579,4.02939478206339,3.5236497966476,6666.765,5.65355050293127,1.6082658226768,2.43017820927843,0.577316928893742,0.854414967909385
B0007,93,-0.000158472380381183,0.00012644483750236,0.191527163138403,4.94512434704771,2910.766,4.0276240328817,3.5092643649821,6625.531,5.63061511092254,1.6086098061323,2.4164246417107,0.57405460599918,0.849084227019135
B0007,94,-0.000157463819529762,0.000124502855258943,0.172545910114081,5.06316778814413,2862.344,4.0279485921799,3.52453429335394,6665.5,5.56242753495365,1.58191557915243,2.43246515990554,0.577861239346965,0.84343235564664
B0007,95,-0.00015613578407105,0.000126762083516035,0.194213839070997,4.60076839173552,2863.641,4.02692524515099,3.51777473833619,6680.172,5.55399893831127,1.58271948314452,2.43189171905023,0.577716184231786,0.841018647534826
B0007,96,-0.000153128054431676,0.000127850754986249,0.199359807069072,4.6069096340354,2864.312,4.02262043123441,3.51209164065238,6800.625,5.54605439520521,1.58310154419579,2.45817941095975,0.583966404194669,0.838343661972184
B0007,97,-0.000151769432143758,0.000129798951369614,0.201162970529651,4.71182096339906,2863.875,4.03791297194038,3.50535674435335,6870.203,5.53458225169662,1.58297242812918,2.47671748718835,0.588383436507557,0.835499747191145
B0007,98,-0.000152787254875302,0.000129844339463667,0.183934813325436,4.97209429034153,2816.922,4.03306898487727,3.52410992754325,6839.313,5.47349680816273,1.55688126792257,2.47425360703639,0.587792036182582,0.832985185215244
B0007,99,-0.000150952700194903,0.000128893394782855,0.20431936703693,4.57996583947193,2816.703,4.02628367447701,3.5192371110163,6884.078,5.46502720558212,1.55673184408857,2.47608875311151,0.5882234528167,0.830119023400391
B0007,100,-0.00015122724593081,0.000130711747588194,0.18661654618235,4.96587301435689,2817.688,4.02826418737167,3.51555453322008,6867.078,5.46130927127843,1.55737984028068,2.47571256370951,0.588126141457524,0.830361244595059
B0007,101,-0.000149351700631341,0.000129119342269922,0.206781263101235,4.30125483596004,2817.985,4.01851132575856,3.51048407526305,6913.969,5.4538225373853,1.55756671859156,2.47644289992132,0.588302097363389,0.827713690268929
B0007,102,-0.000148749277529323,0.000130392172544743,0.208757437008671,4.24154660024771,2817.828,4.02560419310192,3.50572480775366,6928.14,5.44529964764858,1.55732095928426,2.47461772174813,0.587871844797162,0.824743946723508
B0007,103,-0.000148557960527703,0.000130353860785927,0.184062854923695,4.60391354766104,2817.5,4.03254840220584,3.51078109552619,6970.172,5.45447194747588,1.55755263281174,2.49761761781297,0.593342345549128,0.82757206511616
B0007,104,-0.000147098128205733,0.000132498286733936,0.15574645892201,6.24835433172481,2816.656,4.02969354767274,3.52666792254886,6997.859,5.47592021263284,1.5564521591965,2.4951225039014,0.592742620853824,0.832858775868383
B0007,105,-0.00014850317028037,0.000126044412995142,0.18655305171842,4.65627441355565,2817.87499999999,4.03367707753805,3.51287196378365,6997.0,5.45774864268357,1.55758801406463,2.5018569289417,0.59433910287667,0.82773021174149
B0007,106,-0.00014968303002724,0.0001311895832778,0.210588217499833,4.33768620383212,2817.734,4.0271420810613,3.50393492598469,6926.641,5.4419277762938,1.55723181814863,2.47913709657609,0.588943345899734,0.82480823046081
B0007,107,-0.000149674678834094,0.00012959675824282,0.206602730240491,4.5023932709161,2770.219,4.02686347972874,3.51649736313417,6909.953,5.37201719219145,1.53147961143229,2.47506780680291,0.587968893441794,0.819595359392327
B0007,108,-0.000157772120703015,0.000132813324313852,0.201711817176616,4.37379747152442,2769.719,4.02184137065115,3.51457441293353,6668.156,5.36655827868518,1.53080985525653,2.48494037926896,0.590327396331209,0.816411665027727
B0007,109,-0.000147344836388135,0.00013300234533594,0.218150846075275,4.37978308338995,2771.484,4.03622317614407,3.5140673109463,7013.734,5.37013293190894,1.53204380584809,2.50879438900884,0.596002842424137,0.817015347822377
B0007,110,-0.000148255353619609,0.000133971630742488,0.220593953622824,4.17512912243626,2770.98500000001,4.02721662711079,3.51146163564991,7012.86,5.36420500061845,1.53154702561425,2.51311173320442,0.597023833518679,0.816790746176111
B0007,111,-0.000146519357729725,0.000134080729039416,0.182930558874943,4.60247586112813,2771.781,4.02562009221685,3.50230534421558,7026.875,5.34859488488579,1.53122233466056,2.49743181621039,0.593284725497684,0.811351793874543
B0007,112,-0.00014606226347281,0.000134583321172339,0.179257463527961,4.52859451029053,2771.781,4.02380961678145,3.49467433339827,7027.062,5.33696164797698,1.53137756554623,2.4921592916428,0.592026429509872,0.80841783065546
B0007,113,-0.000146851829914215,0.000132507659042256,0.154078202589972,4.83984728347993,2771.656,4.03653238231917,3.49441896170101,7026.984,5.33796023047466,1.5318422736616,2.51313706883271,0.597019200190849,0.808505417139733
B0007,114,-0.000144275778001791,0.000134522895338057,0.21877603038206,4.19376542841286,2771.843,4.02274681562258,3.49155038315304,7113.516,5.3339867634894,1.53198029899529,2.51796469031739,0.598175791433748,0.808593000764757
B0007,115,-0.000145267877156046,0.000131917685847753,0.221348769487001,4.19005283523486,2724.25,4.02949778004421,3.51231899753969,7072.109,5.27534419691198,1.50577896121817,2.51097689030911,0.596512542334594,0.805850761600018
B0007,116,-0.000146296719182304,0.0001365380935155,0.21742634872453,4.35829374083389,2724.547,4.0266569380938,3.50710758253638,7042.125,5.26746474992389,1.50586765255964,2.51013337635134,0.59631247264198,0.803080668689929
B0007,117,-0.00014448439551418,0.00013516350220269,0.223999186318736,4.07323356877048,2724.75,4.03291447903462,3.50045231375217,7142.5,5.25726524103562,1.50588126276665,2.53928305876193,0.603243040301069,0.800426424130112
B0007,118,-0.000143575896199504,0.000136648158353456,0.226386744233878,4.19428296444102,2724.531,4.03114526650363,3.50114430605845,7145.219,5.25816311586453,1.50587820541744,2.535198849452,0.602257885477727,0.800403575412551
B0007,119,-0.000142022309382074,0.00013921201568132,0.191021494443362,4.96392360304077,2725.312,4.02586838487862,3.50207955064049,7201.453,5.26088746978657,1.50625257160583,2.53993306689617,0.603395459984444,0.800584449820273
B0007,120,-0.000141644702782238,0.000136192787428561,0.22318786690564,4.12051310469039,2771.312,4.03770438279234,3.4972641180681,7218.203,5.34240648732314,1.53171200309025,2.53725366623399,0.602746697695109,0.81116737123279
B0007,121,-0.000144055573858599,0.000137248898389256,0.223311401702745,3.99421052545111,2770.828,4.03063498692846,3.50772814059466,7142.438,5.35766802871572,1.53139933848421,2.5390841473461,0.603190976974692,0.813905191102737
B0007,122,-0.000144734912266852,0.000130217984956503,0.180485245644292,5.62768078700787,2723.828,4.039117770291,3.51241158278739,7113.656,5.27289222695854,1.50507424589861,2.51874262775609,0.598350122261852,0.805702095599112
B0007,123,-0.000144987113232506,0.000134317888672411,0.131222177437905,5.39564812408653,2725.062,4.03848271380191,3.50217529444625,7042.953,5.26004379124165,1.50596629375336,2.48721159172888,0.59084785461953,0.800391034794797
B0007,124,-0.000143769369182639,0.000137747109708172,0.224055298294871,4.22049656811118,2724.141,4.04464974739467,3.49531325309835,7114.609,5.2483621119246,1.50565143130305,2.51415696073772,0.59725755960026,0.797325953734771
B0007,125,-0.000142226918930835,0.000137426491438455,0.217046782858802,4.5455101354591,2725.266,4.03985447190837,3.48757349431412,7203.672,5.2378945254497,1.50610179318459,2.54170157356368,0.603809427888786,0.794899258612566
B0007,126,-0.00014073659802762,0.000136371222491683,0.215785701676623,4.33184617804746,2677.297,4.04030778051381,3.50706179132017,7232.406,5.17468000310526,1.4793124916173,2.53458764040344,0.602107229366972,0.792057450420778
B0007,127,-0.00014121725335298,0.000139181214550071,0.20174228334497,4.23981938863599,2677.891,4.03562624672893,3.50231315107628,7260.64,5.16950883700087,1.47993579715231,2.55951637622519,0.608040843177517,0.78942741999899
B0007,128,-0.000142894845844925,0.000137433699118854,0.181985062952826,4.678145182575,2677.469,4.03561530391114,3.49666371573857,7201.781,5.15846543141019,1.47927025218086,2.56076535672274,0.608328635324322,0.789197841595713
B0007,129,-0.000142217670150766,0.000139367231820599,0.227298732397742,3.98797463003773,2677.844,4.04144033674694,3.49193480940245,7215.296,5.15322357657214,1.47990094674949,2.56078440429973,0.608337181748485,0.786589974356414
B0007,130,-0.000142725136140328,0.000138889004734079,0.232414981505428,3.92051299484273,2678.984,4.04205763947174,3.48705628999391,7227.766,5.14766131956459,1.48037319499621,2.57913565197562,0.612714653457998,0.783973638515396
