Cycle,SCC,SCV,DVV,ICP,CCDT,ACCV_C,ACCV_D,CVCT,ECD,CCD,ECV,CCV,SoH
15,3.82675243346165e-07,7.441118411921874e-09,-4.713729673186458,7.059277099891593,2689.6683,3.788831857269232,4.028363241222612,3748.7609,3.649948120116989,0.9060651894833431,2.493194580078097,0.623296618461608,0.9134349626364167
16,2.388078725200892e-07,-2.882893831944073e-08,-4.519789146363852,6.880961580110423,2689.6363,3.788788779939686,4.028466252224545,3738.0911,3.65005493164,0.9060648859012876,2.493041992187614,0.6232599020004281,0.9134074338932618
17,3.050774226937475e-07,-4.252060319989777e-08,-4.620092742747118,7.189541243045739,2689.7681,3.788795771420364,4.028545722426291,3745.5633,3.650115966796989,0.9060644132550807,2.488983154296875,0.6222441196441653,0.9134118581555547
18,1.295392473632597e-07,1.6355967391159e-08,-4.570686813416153,7.122024446320985,2689.7719,3.788669036838265,4.028555217971149,3731.6751,3.650146484375,0.9060644947749095,2.4854736328125,0.6213698387146,0.9134128413249547
19,1.763990549336517e-07,-1.139741127851495e-08,-4.698615467181907,7.463884104087489,2689.7252,3.788458665580169,4.028547798555077,3723.5216,3.650115966796989,0.9060642501281113,2.484375,0.6210930347442631,0.9134268023304104
20,1.750995316800415e-07,-1.389295673218075e-08,-4.631706824509278,6.913067731514951,2689.7789,3.788474607336415,4.028425781756074,3741.1223,3.649993896483977,0.9060639254166749,2.487335205078125,0.62183678150177,0.9134238528222144
21,1.455519036281676e-07,-3.249016093851547e-09,-4.356459727173728,7.005333822801765,2689.6971,3.788412705738785,4.028357652428867,3742.4707,3.649932861329034,0.9060640837415117,2.489837646484375,0.6224594116210942,0.9134190352921631
22,1.472428335113534e-07,-2.570007443838398e-08,-4.294156019853421,7.095032435543001,2689.7372,3.78835787379784,4.028344295672527,3747.8921,3.649932861327954,0.9060642835393079,2.490936279296875,0.6227345466613772,0.9133899334779711
23,1.316219636462904e-07,-1.435601724486764e-08,-4.553231058870535,6.986819367383212,2689.7511,3.788332183128235,4.028370667106376,3753.3111,3.649963378907046,0.9060651777544991,2.493469238281307,0.623364567756653,0.9134105800353383
24,1.635850798204495e-07,-2.907481753166262e-08,-4.920908196766726,7.436517785396996,2689.7962,3.788360810457721,4.028412318770126,3739.2796,3.650024414061988,0.9060664759599603,2.494171142578068,0.6235409975051871,0.9134022230954517
25,2.526675054147723e-07,-2.563910824811953e-08,-4.706936156923721,7.318619800326253,2689.8007,3.788380784920585,4.028549662313245,3728.907,3.650115966796989,0.9060655186185617,2.492614746093693,0.6231545209884652,0.9134067456746847
