Battery,Cycle,SCC,SCV,DVV,ICP,CCDT,CVCT,ACCV_C,ACCV_D,ECD,ECV,CCD,CCV,SoH,_parsed_date
CS2_36_8_30_10,12,-0.000412896066054477,6.62242421907432e-05,0.172495452463416,6.53439412336051,3642.69389254914,1943.82077983205,3.93936957969322,3.66330170823682,4.08814375695552,9.52631201632369,1.11303669976958,0.0963175246957862,1.0,2010-08-30
CS2_36_8_30_10,13,-0.000417462985343152,6.64242106278347e-05,0.170221552965171,6.45134477557581,3641.30178782079,1929.74340759893,3.93859472360697,3.6638189842624,4.08754446119681,9.45731147760335,1.11260601789421,0.0958167372488077,1.0,2010-08-30
CS2_36_8_30_10,14,-0.000417699635404214,6.65434442594718e-05,0.174602661145381,6.02993196826609,3640.33426950246,1913.93195398146,3.93782572381131,3.66468761620983,4.08766032528773,9.38021407460561,1.11230007757947,0.0949383580795689,1.0,2010-08-30
CS2_36_8_30_10,15,-0.000425719940746398,6.66701972574424e-05,0.172977701367478,7.03126273325655,3639.61696067816,1898.74509469522,3.93736459650435,3.6655562635391,4.08806485680125,9.3059318477186,1.11208909817248,0.094481140385567,1.0,2010-08-30
CS2_36_8_30_10,16,-0.000426663258232232,6.6898000437695e-05,0.175406691887709,6.44041859193753,3637.47619064056,1892.01045723649,3.93686920458132,3.67340484285742,4.08627495006958,9.27285036164026,1.11144229769976,0.0941968989386297,1.0,2010-08-30
CS2_36_8_30_10,17,-0.000428406759744193,6.70488864177401e-05,0.17628428163243,6.00832112847887,3634.99215275879,1886.5553298255,3.93679185493572,3.67310856028301,4.08383294092893,9.2461365736529,1.11068574668409,0.094038085081898,1.0,2010-08-30
CS2_36_8_30_10,18,-0.000427821630519646,6.71328264621049e-05,0.174061407734602,6.34245538010199,3632.86788613777,1879.68325112591,3.93663937444085,3.67305062844501,4.08195961277865,9.21264067464658,1.11003150289181,0.0935612229628604,1.0,2010-08-30
CS2_36_8_30_10,19,-0.000433666355922069,6.72397259415262e-05,0.178945892421789,5.9962580929759,3630.74064380029,1871.35540587309,3.93653723141095,3.67289786028668,4.08000376464687,9.17163309264781,1.10938305104674,0.0933754108464616,1.0,2010-08-30
CS2_36_8_30_10,20,-0.000433298817564937,6.71814763028664e-05,0.179815931555347,5.71967275727314,3629.38459655838,1866.35588168551,3.93538153657007,3.67323235186135,4.0791828398197,9.14712580054574,1.10895465620489,0.0931930513292506,1.0,2010-08-30
CS2_36_8_30_10,21,-0.000438457051051812,6.72876031370694e-05,0.177071492562573,5.76664795071816,3628.4168991787,1860.02814282323,3.93518952330852,3.67357868101539,4.07882020074521,9.11643647493357,1.1086734365129,0.0930115194576674,1.0,2010-08-30
CS2_36_8_30_10,22,-0.00043866188035723,6.75204955868329e-05,0.179808977387928,5.84850375308759,3625.7138143747,1854.29404309741,3.9347549099728,3.67293343892912,4.07587503078958,9.08816185136509,1.10785070115709,0.0927467335947183,1.0,2010-08-30
CS2_36_8_30_10,23,-0.000476628868126397,6.75274125813465e-05,0.181132960955374,6.33260400173189,3623.51091358304,1850.29419046396,3.93492787132436,3.67240010238275,4.07350355396403,9.06871611172499,1.10718133561951,0.091995376845473,1.0,2010-08-30
CS2_36_8_30_10,24,-0.000430173763267723,6.76359261664003e-05,0.182416030981435,5.59341753898009,3621.58901715086,1847.34107066074,3.93510010123792,3.6722657758046,4.0718354358216,9.0542770182794,1.10660424409926,0.0921539017468602,1.0,2010-08-30
CS2_36_8_30_10,25,-0.000453904624766319,6.81084317762973e-05,0.181108319969986,5.72700005378876,3587.68442054396,1935.11701527267,3.93476383360949,3.65934056336762,4.02066441973169,9.48302180654651,1.09620127651097,0.0952879737838406,1.0,2010-08-30
CS2_36_8_30_10,26,-0.000403561011483137,6.6498903717295e-05,0.181739908322962,5.85833208435346,3574.69811962126,2001.90856263996,3.9424277153982,3.66100817081357,4.00283821371908,9.80968745823506,1.09223672198303,0.0990514807375813,1.0,2010-08-30
CS2_36_8_30_10,27,-0.000407144036407502,6.61897072304662e-05,0.178551505263455,5.92397353232355,3567.1505356697,2014.50182640809,3.943455412432,3.6578262719241,3.99305867652257,9.87145348678252,1.08992333488958,0.0998626723665057,1.0,2010-08-30
CS2_36_8_30_10,28,-0.00039566481662114,6.62444470910317e-05,0.188583369030699,5.64146275515831,3561.75979360176,2026.29838808952,3.94521011136196,3.65576882401774,3.98639949098722,9.92908593979803,1.08826710288758,0.100058685096201,1.0,2010-08-30
CS2_36_8_30_10,29,-0.000405195085328394,6.6276081770464e-05,0.188960117505113,5.67546667604859,3554.91563819058,2046.84440805815,3.94534473308297,3.65226968063796,3.97699099450283,10.0295996144086,1.08618043258603,0.101681952478049,1.0,2010-08-30
CS2_36_8_30_10,30,-0.000424025377213101,6.58200573753388e-05,0.183356081599994,6.42648611529291,3581.31468256196,1934.64720469015,3.94339542477219,3.66276189929149,4.01912447446329,9.480914050286,1.09427415827833,0.0965989488958752,1.0,2010-08-30
CS2_36_8_30_10,31,-0.00042035321912551,6.71629934859556e-05,0.183792811030632,5.92520032318825,3585.62926412682,1895.22723950271,3.93955491004734,3.66598809351687,4.02628047260504,9.28840994477757,1.09558337176892,0.0942651297633874,1.0,2010-08-30
CS2_36_8_30_10,32,-0.000401866311619625,6.803739155816e-05,0.188002384774091,5.51500447081556,3554.38548411848,1980.73748388764,3.93810073461401,3.65480501395612,3.97929809632642,9.70585494968817,1.08601254830379,0.0977707985520761,1.0,2010-08-30
CS2_36_8_30_10,33,-0.000402759674568896,6.64226616121061e-05,0.19144179033218,5.57622749853624,3541.89951668068,2020.82904327934,3.94562873507655,3.6557400683562,3.96113644181426,9.90222380373504,1.08220211152167,0.100333552224599,1.0,2010-08-30
CS2_36_8_30_10,34,-0.000392122147158009,6.62054733883826e-05,0.188623378380139,5.36474222130553,3540.38468889886,2041.53161603567,3.94647059485177,3.65703450242678,3.96125562198628,10.00353357025,1.08172855491241,0.100653486413733,1.0,2010-08-30
CS2_36_8_30_10,35,-0.00039592686617578,6.63012327028597e-05,0.18574155941043,5.69141923312755,3535.46220711467,2037.45359544875,3.9466643522833,3.65493561228116,3.95494797316117,9.98334907836228,1.08023018812241,0.100674587245783,1.0,2010-08-30
CS2_36_8_30_10,36,-0.00039460711342737,6.62415794647428e-05,0.190781793028601,5.58112688035471,3537.47807366948,2052.531656401,3.94681617463698,3.65648784240087,3.95824701476633,10.0574148177011,1.08084341084041,0.101551810023133,1.0,2010-08-30
CS2_36_8_30_10,37,-0.000417591309205521,6.63943129576078e-05,0.191076722327923,5.29688711331142,3560.22040453058,1939.03768765956,3.94369033547335,3.66451666965957,3.99480557622797,9.50244295322966,1.08782399401414,0.0965315533597075,1.0,2010-08-30
CS2_36_8_30_10,38,-0.000420098414656893,6.7251048182266e-05,0.193457631505967,5.46456276100619,3563.45612191397,1915.99168712017,3.94008173214065,3.66717383093085,4.00028309358026,9.38986169272036,1.08880536295236,0.0952584922100874,1.0,2010-08-30
CS2_36_8_30_10,39,-0.000399005734267562,6.81893462657108e-05,0.189582070698388,5.48620724071924,3530.60317091126,2012.61058544373,3.93922819980355,3.65439570744832,3.95046883991898,9.86193671472277,1.0787479434657,0.0993370256695493,1.0,2010-08-30
CS2_36_8_30_10,40,-0.000399976828442495,6.64631808578537e-05,0.193502071475091,5.23840583561441,3525.11841317243,2052.20329764491,3.94678805131867,3.65208625396093,3.94339345564866,10.055796602091,1.07705771939953,0.101769045131632,1.0,2010-08-30
CS2_36_8_30_10,41,-0.000406938447152346,6.64047728359895e-05,0.189329094584143,5.57871291161893,3523.82175249007,2044.06291380862,3.94695077367792,3.65239939490954,3.94266080996903,10.0156018090929,1.0766676700695,0.101364414155219,1.0,2010-08-30
CS2_36_8_30_10,42,-0.000396328007468376,6.65899430302004e-05,0.192987682569613,5.261505823232,3521.61899230879,2044.98500272306,3.94716065702304,3.66020659639054,3.94057307548188,10.0205708239295,1.07598234790167,0.10125386285999,1.0,2010-08-30
CS2_36_8_30_10,43,-0.000398888388828667,6.67784169641541e-05,0.195265215010785,5.49136250677532,3517.35282703745,2069.87472596171,3.94701527986886,3.65740678290359,3.93399663470145,10.1423014271618,1.07470307356483,0.10273827232861,1.0,2010-08-30
CS2_36_8_30_10,44,-0.000419962380312809,6.65566383516628e-05,0.191166027424063,5.31332819530738,3542.79749124974,1959.75511689298,3.94598241498537,3.66748443643252,3.97469842271081,9.60364959705523,1.08248652013981,0.097859202442421,1.0,2010-08-30
CS2_36_8_30_10,45,-0.000430450434677809,6.76367015845915e-05,0.194590333918119,5.5030563761983,3547.28397013561,1924.03832933854,3.94128411315208,3.67050250967344,3.98180811154603,9.42890303464651,1.083864785509,0.0962291382965023,1.0,2010-08-30
CS2_36_8_30_10,46,-0.000401488855682835,6.84181426098943e-05,0.194043867724222,5.69107130157082,3519.88516502292,2004.78296236345,3.93969197585204,3.66131999312329,3.94032693551295,9.82358067244272,1.07546470428705,0.0990056161389948,1.0,2010-08-30
CS2_36_8_30_10,47,-0.000399775336353244,6.69602925847033e-05,0.197835449514241,5.11275321215352,3515.29103232548,2043.26623234339,3.94636585914864,3.65966214853175,3.93468295577508,10.0121449933329,1.07407060151882,0.101427671479194,1.0,2010-08-30
CS2_36_8_30_10,48,-0.000389811036515501,6.69324545892185e-05,0.197838419421713,5.11286546698274,3511.74408699141,2039.73502649693,3.94664015072697,3.6582425041359,3.93014271426053,9.99485980064706,1.07297962388916,0.100785364780906,1.0,2010-08-30
CS2_36_8_30_10,49,-0.00039397763860895,6.69881459336597e-05,0.198353218057915,5.4450916791143,3508.24421097361,2038.48506396555,3.94716885404767,3.65691408189405,3.92581942733441,9.98885476931981,1.07191137494277,0.100962280025657,1.0,2010-08-30
CS2_36_8_30_10,50,-0.000382568763934339,6.70858976187992e-05,0.19899937100984,5.27935205363118,3500.72772929841,2073.68710620632,3.94745193160541,3.65177857775648,3.91461532306455,10.1606132364956,1.06972810971614,0.102136873919815,1.0,2010-08-30
CS2_36_9_7_10,1,-0.000379780413052248,6.02738445904906e-05,0.164221117135832,6.75038021539627,3616.77375596332,2087.34357245712,3.95928130895606,3.65436847810823,4.04799039613505,10.2279544542238,1.10508656797401,0.10172191164359,1.0,2010-09-07
CS2_36_9_7_10,2,-0.000387935918671012,6.7701494807976e-05,0.176932006749401,5.97793561142211,3608.52413300457,2113.51448431206,3.94110554730127,3.65998050033069,4.0385748301773,10.3561522365622,1.10258254215502,0.103719397975951,1.0,2010-09-07
CS2_36_9_7_10,3,-0.000400602214175574,6.76796741579965e-05,0.179096408071912,5.7568238579142,3619.35638828774,1987.86404748682,3.93844717604929,3.66486246023721,4.06180285291627,9.74141788512454,1.10591275666429,0.0979777608384682,1.0,2010-09-07
CS2_36_9_7_10,4,-0.000449248200682871,6.86054123652516e-05,0.180320362247689,6.11251094149255,3618.0951120693,1958.70971469894,3.93659927303141,3.66663493761202,4.06284206055749,9.59884773401157,1.10554859924569,0.0964865931109426,1.0,2010-09-07
CS2_36_9_7_10,5,-0.000431026352438368,6.97364540387306e-05,0.18982953293175,5.42619907578845,3590.80596532898,2042.26687837572,3.93693616292248,3.6563878977885,4.01994253031633,10.0074778552149,1.09716654321107,0.100087724147501,1.0,2010-09-07
CS2_36_9_7_10,7,-0.000390835348710039,6.7802475926478e-05,0.182931150513464,6.34305742569859,3577.82083258274,2078.28130899317,3.94334506109563,3.66030673350184,4.00472204917991,10.1838079835572,1.09318576981085,0.102710283471217,1.0,2010-09-07
CS2_36_9_7_10,8,-0.000389717239160045,6.76865630009177e-05,0.181761525038372,5.92031422215259,3570.75870549909,2073.51573967811,3.94312096525122,3.65786107906625,3.99615969550451,10.1599845499791,1.09104297493601,0.102257423799062,1.0,2010-09-07
CS2_36_9_7_10,9,-0.000362639915993865,6.83302307113164e-05,0.1874018560106,5.40599871235802,3548.41268882486,2165.88763644198,3.94391612583232,3.6510374724865,3.96149112217099,10.611530558934,1.08418385404527,0.105846008342709,1.0,2010-09-07
CS2_36_9_7_10,10,-0.000382467804441442,6.69011296120309e-05,0.187096664699533,5.7989234081623,3555.08903582585,2098.14121832298,3.94698981592588,3.65121349224374,3.976040757888,10.2807860382095,1.08623723561581,0.103763944260324,1.0,2010-09-07
CS2_36_9_7_10,11,-0.000386465449161778,6.75868405606487e-05,0.187769732873407,5.74423833407813,3549.22917835799,2103.90667177197,3.94542533103551,3.65752986272176,3.96927861101127,10.3087572720594,1.08443763827295,0.104048068879025,1.0,2010-09-07
CS2_36_9_7_10,12,-0.000405164708758166,6.79078393627542e-05,0.19468411525149,5.5801107828638,3528.9909069936,2165.07523495253,3.94629834067654,3.64471515417099,3.93867983148806,10.6077193764717,1.07825233779603,0.106239408390325,1.0,2010-09-07
CS2_36_9_7_10,13,-0.000371369206900885,6.68370728748698e-05,0.188597161210074,5.77789025876127,3524.5689466628,2170.3248236478,3.95061152273754,3.65213656425476,3.93442331778627,10.6332595954851,1.07689379214274,0.107103642706621,1.0,2010-09-07
CS2_36_9_7_10,14,-0.000367780539823475,6.69570301477303e-05,0.194015058594949,5.54602343782315,3519.47520648499,2155.59080968142,3.95040678190735,3.65107625672797,3.92883994970677,10.561185208182,1.075311090079,0.106071484167985,1.0,2010-09-07
CS2_36_9_7_10,15,-0.00037912267630511,6.67288970863954e-05,0.191285600473293,5.30223212095192,3516.28793821175,2153.40343933148,3.94969191483412,3.65079178329275,3.92575609103642,10.5506464027235,1.07431433148214,0.106609199772111,1.0,2010-09-07
CS2_36_9_7_10,16,-0.000368779887923446,6.70913468724105e-05,0.195739567203597,5.65422548490866,3505.36603540942,2196.57425687212,3.95038017886025,3.64421624295852,3.90952004212526,10.7619235533002,1.07095011544368,0.108218488293722,1.0,2010-09-07
CS2_36_9_7_10,17,-0.000390554705519716,6.67456021224562e-05,0.196432093471261,5.20596373595711,3510.58466729074,2158.26407917659,3.95076351619902,3.65039026035982,3.92047664005961,10.5748568696287,1.07255218166549,0.106993986158741,1.0,2010-09-07
CS2_36_9_7_10,18,-0.000378219406128977,6.72398333910933e-05,0.200665871057584,5.06023304725576,3508.66576889058,2144.04578391492,3.95039201573738,3.65056447622155,3.91915182467926,10.5052524986743,1.07198556763057,0.105860909427584,1.0,2010-09-07
CS2_36_9_7_10,19,-0.000376996540498442,6.75063158733124e-05,0.198526532343453,5.15316226507842,3493.95986438164,2177.09041706327,3.94990043299539,3.64956734746189,3.89739727654501,10.6666898569058,1.0674743439578,0.107441347334221,1.0,2010-09-07
CS2_36_9_7_10,20,-0.000374285662982406,6.66862309685501e-05,0.202317888187053,5.05389274552145,3491.6318430712,2187.4964303252,3.95278854461378,3.64985834339918,3.89565240023236,10.7178427632393,1.06674251369096,0.108014272957613,1.0,2010-09-07
CS2_36_9_7_10,21,-0.000370869205613937,6.68533323433869e-05,0.201203720788217,5.34297025104094,3489.36654461542,2177.80922562539,3.95199030324032,3.64969499434455,3.89353525493806,10.6700940097276,1.06604759839854,0.107267981179939,0.999664344498584,2010-09-07
CS2_36_9_7_10,22,-0.000372403836420168,6.68773441080131e-05,0.202191396908995,5.79663372683239,3486.64515406277,2169.40298747341,3.95206159381775,3.64942594503952,3.89099830236657,10.6291289079103,1.06522859030399,0.106839232572663,0.99897967014598,2010-09-07
CS2_36_9_7_10,23,-0.000365453892945426,6.70207732009199e-05,0.20504244327615,5.05982934328147,3481.24159619398,2204.16785517556,3.95277567093189,3.64592297602508,3.88269354924925,10.7991706046805,1.06356930234509,0.108578726260127,0.9976329648229,2010-09-07
CS2_36_9_7_10,24,-0.000378789318657275,6.69826522842246e-05,0.197560026587992,5.4239567047542,3488.7750685651,2150.09179653367,3.95220652835791,3.65305936942666,3.89664254767421,10.5348294396976,1.06586563571711,0.106317509605423,0.997366118749011,2010-09-07
CS2_36_9_7_10,25,-0.000377245917257179,6.73269953075736e-05,0.200228033664529,5.06147919461881,3486.54108231404,2144.48313093826,3.95055424653742,3.65260363433321,3.89427141492321,10.5072522544822,1.06518672933813,0.105923602820156,0.998639998282024,2010-09-07
CS2_36_9_7_10,26,-0.000377997687023802,6.73169483072027e-05,0.205353435255421,5.01579602595742,3483.99407802062,2140.21756129118,3.95097429558421,3.65166886378143,3.89118662934761,10.4867213690518,1.06442612122403,0.105820509307475,0.997921308798341,2010-09-07
CS2_36_9_7_10,27,-0.000380497005070204,6.74213025930903e-05,0.207037793495224,5.22501357539667,3482.32222525414,2150.65486307879,3.95152298913618,3.65159200409711,3.8897331022905,10.5377923816938,1.06392286408424,0.106262190401608,0.997214301370443,2010-09-07
CS2_36_9_7_10,28,-0.000376645788555933,6.74740846127242e-05,0.208102523379803,5.31250924516351,3480.99444394954,2149.4205526975,3.95167178514471,3.65145336975486,3.8884497482555,10.5315330682188,1.06350853222992,0.106080498367187,0.996725459521885,2010-09-07
CS2_36_9_7_10,31,-0.000373064903278227,6.77735725030463e-05,0.20763669093851,5.28673905538476,3475.24438054732,2161.06101820426,3.95121066650135,3.64976637848353,3.88187887221783,10.5888336852532,1.06174141907314,0.106747837074875,0.997987273505077,2010-09-07
CS2_36_9_7_10,32,-0.000374120888052626,6.75107143852701e-05,0.205646941810906,5.23161473936602,3472.58780526923,2154.02996805386,3.95128364746387,3.64867924431623,3.87866889543355,10.5540825452785,1.06095442527943,0.106288156972072,0.994854119885774,2010-09-07
CS2_36_9_7_10,33,-0.000377138674820762,6.75334589151281e-05,0.205111238535691,5.06426397948261,3470.77537174727,2159.71726963925,3.95188949199823,3.64811233544754,3.87653149404033,10.5822125738299,1.06037876500587,0.106483591276581,0.994159495035765,2010-09-07
CS2_36_9_7_10,34,-0.000376263290321276,6.76284549192776e-05,0.210356850368711,4.94577212305447,3468.83800663229,2160.87344961043,3.95229286757799,3.64736835229195,3.8743414738224,10.587628444272,1.0598247688174,0.106659269065011,0.993455827811693,2010-09-07
CS2_36_9_7_10,36,-0.000387706564903974,6.77597497736207e-05,0.209730956364309,4.93501971832585,3465.16635025997,2169.57649414043,3.95172595863159,3.64638828221014,3.87016040625181,10.6300797856185,1.05868175152791,0.10739613178637,0.994817098489002,2010-09-07
CS2_36_9_7_10,37,-0.000382514438110502,6.76878669806956e-05,0.211997696538826,5.22319545885861,3465.9636926775,2151.29606659518,3.95269467738958,3.64787899235548,3.87248011513426,10.5407647251926,1.05893900926817,0.106485156418428,0.992107002831553,2010-09-07
CS2_36_9_7_10,38,-0.000384333108677619,6.77125540565402e-05,0.208148077167242,4.95459029387027,3461.68194943591,2161.76397642743,3.95151618137452,3.65341649707566,3.86616610112012,10.5916237168499,1.05763169291737,0.107093999026572,0.992067715269363,2010-09-07
CS2_36_9_7_10,39,-0.000379556271462925,6.76926989028185e-05,0.210248672320085,5.11269486832982,3459.46312996501,2164.31081933365,3.95212809014436,3.6526717039255,3.86341833376175,10.6045412825872,1.05693736643519,0.107085726506689,0.991019697445545,2010-09-07
CS2_36_9_7_10,40,-0.000380742473734967,6.7691870883576e-05,0.211462490920892,5.0338638258626,3455.7764121198,2167.15472001908,3.95254201128863,3.65164449887398,3.85921443220338,10.6182564207476,1.05581689190624,0.106930160370919,0.990480386966507,2010-09-07
CS2_36_9_7_10,41,-0.000361127129746462,6.78111857106778e-05,0.21258967564032,5.25228651987329,3434.91360147134,2239.24515238323,3.95535682590262,3.64470513730214,3.82611594888685,10.9706194959893,1.04942057632239,0.110339233793222,0.988294973722962,2010-09-07
CS2_36_9_7_10,42,-0.000353527371152161,6.71443439321811e-05,0.210398197149074,4.87893446532289,3430.16325751756,2277.47876901506,3.95740104890337,3.64256458857964,3.81986722072095,11.1578066445605,1.04798136129702,0.11151054786943,0.98370232180681,2010-09-07
CS2_36_9_7_10,43,-0.000368635523065013,6.71371208182618e-05,0.213612290710317,4.78823806718681,3426.30403047631,2276.40059370547,3.95814500719893,3.64086667011524,3.81475961323437,11.1527566261524,1.04678741682017,0.112554171211904,0.982595162719161,2010-09-07
CS2_36_9_7_10,44,-0.000351037494941093,6.71387303719348e-05,0.212194188124911,4.83444249485201,300.151513556135,2278.44741620205,3.95889057598862,3.94505574486472,0.361072182644234,11.1621939016625,0.09169776356416,0.112133771162702,0.981615299210876,2010-09-07
CS2_36_9_14_10,2,-0.000374783511259036,6.78799646622609e-05,0.21182327355595,5.17451219315255,3451.27116620063,2184.56971810404,3.95250266038098,3.64860300324921,3.85220211681819,10.703210524088,1.05442580654711,0.107833782377377,0.988935519952092,2010-09-14
CS2_36_9_14_10,3,-0.000376198899861152,6.78975871980778e-05,0.208996696474597,4.95527477446119,3449.05239005402,2163.84903047492,3.95296924356101,3.64805063223227,3.84977260209894,10.6017033124374,1.05374791537572,0.106685323213268,0.98849718009017,2010-09-14
CS2_36_9_14_10,4,-0.000383754028381819,6.72606609557923e-05,0.205452817653375,5.38465437432036,3466.63437842691,2105.13312488134,3.95335969372072,3.65338055360115,3.87894837589291,10.3146735226165,1.059152226791,0.104198074205202,0.988727096250279,2010-09-14
CS2_36_9_14_10,5,-0.000387119158479995,6.87015647086558e-05,0.209295120181197,5.15186382005158,3470.26094194238,2058.0565591808,3.94852222894367,3.65651843507411,3.88520190321339,10.0846074677972,1.06025363060898,0.10165204493988,0.99265365629633,2010-09-14
CS2_36_9_14_10,6,-0.000411341878715119,6.88281316050359e-05,0.211505997916454,5.2182454685317,3453.41275032407,2023.47889882592,3.94739850172015,3.65336249628638,3.8590417140181,9.91538601764451,1.05509073351638,0.101401124542759,0.992777499019562,2010-09-14
CS2_36_9_14_10,7,-0.000378766402915516,6.82256457816284e-05,0.209804263631323,5.18117887097027,3443.67749065823,2171.3178232858,3.95191530695239,3.64725738712865,3.8446471274154,10.638704897841,1.05213911671675,0.107450363891975,0.987616693730625,2010-09-14
CS2_36_9_14_10,8,-0.000374630629931146,6.79678023204678e-05,0.202927893363386,5.12044976150841,3443.08407293129,2158.99000901982,3.95219521615112,3.64759932012639,3.84473208111497,10.5780069887184,1.05201544627795,0.106511934076078,0.986281927661588,2010-09-14
CS2_36_9_14_10,9,-0.000379811852942887,6.79141558088722e-05,0.211148377481679,5.13381433552923,3441.69338732606,2118.94409848623,3.95177456476156,3.64733075891804,3.84326843399062,10.3822287416479,1.05157165654419,0.104903127533806,0.985733147572011,2010-09-14
CS2_36_9_14_10,10,-0.000376744852749926,6.81699918472733e-05,0.214124264538768,4.85412472283758,3432.86112884009,2154.25547609726,3.95299015230345,3.64966345655507,3.82986832519128,10.5548750776412,1.04886463902236,0.106303635431937,0.984621623745791,2010-09-14
CS2_36_9_14_10,11,-0.000384693597728717,6.76678482957668e-05,0.212700481397701,4.80066883098004,3454.57237758212,2121.9141241873,3.95554081444601,3.6581898367303,3.86539317626453,10.3973214706493,1.0555103884459,0.105629363664364,0.9840127843764,2010-09-14
CS2_36_9_14_10,12,-0.000391550584958376,6.87367666979161e-05,0.21475557924441,5.10802256324148,3459.54282081311,2053.16630849271,3.94899033927,3.65365372067791,3.87346748136216,10.0608151414362,1.05703339218735,0.101875970246863,0.988863372555124,2010-09-14
CS2_36_9_14_10,14,-0.000369096725588009,6.90165510150941e-05,0.214703709129961,5.31278650135913,3427.25516366854,2184.80178526437,3.95064154759194,3.64781473833939,3.82312096074847,10.7046300157521,1.04714356431352,0.107684006484977,0.988968500625582,2010-09-14
CS2_36_9_14_10,15,-0.000366829325043833,6.79548671391441e-05,0.212372184848865,5.70026237707709,3427.11468916255,2185.6301249126,3.9551445460901,3.64887453975349,3.8241936721121,10.7086819785989,1.04712058816874,0.107664013646664,0.981366758968436,2010-09-14
CS2_36_9_14_10,16,-0.00039006994988666,6.79366014294275e-05,0.213100894146153,4.92168648189574,3426.44361273257,2193.26708137081,3.95403376981324,3.6501144417401,3.82486740504508,10.745748491231,1.04689648296874,0.109160548005073,0.981424489470004,2010-09-14
CS2_36_9_14_10,17,-0.000373417009916146,6.79553827428704e-05,0.214893923684177,5.09310319956538,3417.82155511022,2203.67638210684,3.95459274334066,3.64395950169399,3.81120102829664,10.7969941115614,1.04425885764204,0.108769697826916,0.980705591262258,2010-09-14
